,Catégorie,Nom du médicament,Espace thérapeutique,Dénomination commune internationale (DCI) / nom commun,Substance active,Numéro de produit,Sécurité du patient,Statut d'autorisation,Code ATC,Surveillance supplémentaire,Générique,Biosimilaire,Approbation conditionnelle,Circonstances exceptionnelles,Évaluation accélérée,Médecine orpheline,Date de l'autorisation de mise sur le marché,Date de refus d'autorisation de mise sur le marché,Titulaire de l'autorisation de mise sur le marché/nom de l'entreprise,Groupe pharmacothérapeutique humain,Groupe pharmacothérapeutique vétérinaire,Date de l'avis,Date de décision,Numéro de révision,État/indication,Première publication,Date de révision,URL,usage_df1,risque
930,Human,Kerendia,"Insuffisance rénale chronique ; Diabète sucré, type 2",finerenone,Finerenone,EMEA/H/C/005200,no,Authorised,C09,yes,no,no,no,no,no,no,2022-02-16 01:00:00,,Bayer AG,Agents acting on the renin-angiotensin system,,2021-12-16 01:00:00,2023-02-06 01:00:00,1.0,Kerendia est indiqué dans le traitement de l'insuffisance rénale chronique (stade 3 et 4 avec albuminurie) associée au diabète de type 2 chez l'adulte.,2021-12-14 11:59:00,2023-02-20 11:08:00,https://www.ema.europa.eu/en/medicines/human/EPAR/kerendia,,
931,Human,Descovy,Infections à VIH,"emtricitabine, tenofovir alafenamide","emtricitabine, tenofovir alafenamide",EMEA/H/C/004094,no,Authorised,J05AR17,no,no,no,no,no,no,no,2016-04-21 00:00:00,,Gilead Sciences Ireland UC,Antivirals for systemic use,,2016-02-25 01:00:00,2023-02-16 01:00:00,20.0,Descovy est indiqué en association avec d'autres agents antirétroviraux pour le traitement des adultes et des adolescents (âgés de 12 ans et plus pesant au moins 35 kg) infectés par le virus de l'immunodéficience humaine de type 1 (VIH-1).,2018-05-28 11:44:00,2023-02-17 12:00:00,https://www.ema.europa.eu/en/medicines/human/EPAR/descovy,"Comment Descovy est-il utilisé ?
Descovy n'est délivré que sur ordonnance et le traitement doit être instauré par un médecin expérimenté dans la prise en charge de l'infection par le VIH.","Quels sont les risques liés au Descovy ?
L’effet secondaire le plus couramment observé sous Descovy (qui peut affecter 1 personne sur 10) est la nausée (envie de vomir). D'autres effets secondaires courants incluent la diarrhée et les maux de tête. Pour la liste complète de tous les effets secondaires et restrictions liés à Descovy, consultez le ."
932,Human,Roclanda,Glaucome à angle ouvert ; Hypertension oculaire,latanoprost / netarsudil,"Latanoprost, Netarsudil mesilate",EMEA/H/C/005107,no,Authorised,S01EE,yes,no,no,no,no,no,no,2021-01-07 01:00:00,,Santen Oy,Ophthalmologicals,,2020-11-12 01:00:00,2022-12-12 01:00:00,4.0,Roclanda est indiqué pour la réduction de la pression intraoculaire (PIO) élevée chez les patients adultes atteints de glaucome primitif à angle ouvert ou d'hypertension oculaire pour lesquels une monothérapie par une prostaglandine ou du nétarsudil n'apporte pas une réduction insuffisante de la PIO.,2021-01-21 11:39:00,2023-02-16 14:32:00,https://www.ema.europa.eu/en/medicines/human/EPAR/roclanda,"Comment Roclanda est-il utilisé ?
Le médicament ne peut être obtenu que sur ordonnance et le traitement doit être instauré par un ophtalmologiste. Il est disponible sous forme de collyre et la dose est d'une goutte dans l'œil affecté, le soir.","Quels sont les risques liés à Roclanda ?
Les effets indésirables les plus couramment observés sous Roclanda (qui peuvent toucher plus d'une personne sur 10) sont l'hyperémie conjonctivale (yeux rouges), la douleur au site d'application du médicament et la cornée verticillée (dépôts dans la cornée, la couche transparente située devant l'œil). l'œil qui recouvre la pupille et l'iris)."
933,Human,Intuniv,Trouble déficitaire de l'attention avec hyperactivité,guanfacine,guanfacine hydrochloride,EMEA/H/C/003759,no,Authorised,C02AC02,yes,no,no,no,no,no,no,2015-09-17 00:00:00,,Takeda Pharmaceuticals International AG Ireland Branch,"Antiadrenergic agents, centrally acting, Antihypertensives, ",,,2023-02-03 01:00:00,12.0,"Intuniv est indiqué pour le traitement du trouble déficitaire de l'attention avec hyperactivité (TDAH) chez les enfants et les adolescents âgés de 6 à 17 ans pour lesquels les stimulants ne conviennent pas, ne sont pas tolérés ou se sont révélés inefficaces., , Intuniv doit être utilisé dans le cadre d'un programme complet de traitement du TDAH, comprenant généralement des mesures psychologiques, éducatives et sociales.,",2017-10-16 16:13:00,2023-02-16 13:02:00,https://www.ema.europa.eu/en/medicines/human/EPAR/intuniv,"Comment Intuniv est-il utilisé ?
Le traitement Intuniv doit être débuté par un médecin spécialisé dans les problèmes de comportement de l'enfant ou de l'adolescent. Avant de commencer le traitement, le médecin doit vérifier si le patient présente un risque d'effets indésirables du médicament (notamment somnolence, effets sur la fréquence cardiaque et la tension artérielle et prise de poids).","Quels sont les risques associés à Intuniv ?
Les effets indésirables les plus fréquemment observés sous Intuniv sont la somnolence (chez près de la moitié de tous les patients), les maux de tête (chez plus d'un quart), la fatigue (chez environ 1 patient sur 5), ainsi que les douleurs abdominales hautes et la sédation (tous deux chez environ 1 patient sur 10). ). La somnolence débute généralement au début du traitement et dure 2 à 3 semaines."
934,Human,Zoely,La contraception,"nomegestrol, estradiol","Nomegestrol acetate, estradiol",EMEA/H/C/001213,no,Authorised,G03AA14,no,no,no,no,no,no,no,2011-07-26 00:00:00,,Theramex Ireland Limited,"Sex hormones and modulators of the genital system, ",,,2022-11-28 01:00:00,23.0,"Contraception orale,",2018-07-12 00:00:00,2023-02-16 12:46:00,https://www.ema.europa.eu/en/medicines/human/EPAR/zoely,"Comment Zoely est-elle utilisée ?
Un comprimé par jour est pris aussi longtemps que la contraception est nécessaire, en commençant par un comprimé actif le premier jour du cycle. Zoely se présente sous forme de plaquettes thermoformées contenant 28 comprimés (24 comprimés blancs suivis de 4 comprimés jaunes), qui sont pris séquentiellement à l'aide d'autocollants permettant d'identifier les jours de la semaine pour chaque comprimé.","Quel est le risque associé à Zoely ?
Les effets indésirables les plus fréquents sous Zoely (observés chez plus d'une utilisatrice sur 10) sont l'acné et les modifications des règles (par exemple absence ou irrégularité). Pour la liste complète de tous les effets secondaires rapportés avec Zoely, voir la notice."
935,Human,Strensiq,Hypophosphatasie,asfotase alfa,asfotase alfa,EMEA/H/C/003794,no,Authorised,A16AB,yes,no,no,no,yes,no,yes,2015-08-28 00:00:00,,Alexion Europe SAS,"Other alimentary tract and metabolism products, ",,2015-06-24 00:00:00,2023-02-13 01:00:00,16.0,Strensiq est indiqué dans le traitement enzymatique substitutif à long terme chez les patients présentant une hypophosphatasie d'apparition pédiatrique afin de traiter les manifestations osseuses de la maladie.,2018-05-03 13:35:00,2023-02-15 18:15:00,https://www.ema.europa.eu/en/medicines/human/EPAR/strensiq,,
936,Human,Tybost,Infections à VIH,cobicistat,cobicistat,EMEA/H/C/002572,no,Authorised,V03AX03,no,no,no,no,no,no,no,2013-09-19 00:00:00,,Gilead Sciences Ireland UC,Antivirals for systemic use,,,2023-02-13 01:00:00,15.0,Tybost est indiqué comme activateur pharmacocinétique de l'atazanavir 300 mg une fois par jour ou du darunavir 800 mg une fois par jour dans le cadre d'un traitement antirétroviral combiné chez les adultes et adolescents infectés par le virus de l'immunodéficience humaine de type 1 (VIH-1) âgés de 12 ans et plus : pesant au moins 35 ans. kg co-administré avec l'atazanavir ou pesant au moins 40 kg co-administré avec le darunavir.,2018-07-26 11:29:00,2023-02-14 12:39:00,https://www.ema.europa.eu/en/medicines/human/EPAR/tybost,"Comment Tybost est-il utilisé ?
Tybost est disponible sous forme de comprimés (150 mg). La dose recommandée est d'un comprimé par jour, à prendre avec de la nourriture. Tybost est administré avec 300 mg d'atazanavir une fois par jour (chez les patients pesant au moins 35 kg) ou avec 800 mg de darunavir une fois par jour (chez les patients pesant au moins 40 kg).","Quels sont les risques liés à Tybost ?
Les effets indésirables les plus couramment observés sous Tybost (qui peuvent affecter plus d'une personne sur 10) lorsqu'il est administré avec l'atazanavir sont l'ictère oculaire (jaunissement du blanc des yeux), les nausées (envie de vomir) et la jaunisse (jaunissement de la peau et des yeux). . Pour la liste complète des effets secondaires de Tybost, voir la notice."
937,Human,Nulojix,Rejet de greffe ; Transplantation rénale,belatacept,belatacept,EMEA/H/C/002098,no,Authorised,L04AA28,no,no,no,no,no,no,no,2011-06-17 00:00:00,,Bristol-Myers Squibb Pharma EEIG,Immunosuppressants,,2011-04-14 00:00:00,2023-02-10 01:00:00,20.0,"Nulojix, en association avec des corticostéroïdes et un acide mycophénolique (MPA), est indiqué pour la prophylaxie du rejet de greffe chez les receveurs adultes d'une transplantation rénale.",2017-09-01 13:36:00,2023-02-13 14:10:00,https://www.ema.europa.eu/en/medicines/human/EPAR/nulojix,"Comment Nulojix est-il utilisé ?
Nulojix ne doit être prescrit et supervisé que par un médecin expérimenté dans la prise en charge des patients transplantés rénaux.
Nulojix est administré en perfusion dans une veine pendant 30 minutes. Les doses sont calculées en fonction du poids du patient. Dans la phase initiale, il est administré à la dose de 10 mg par kilogramme de poids corporel le jour 1 (jour de la transplantation ou la veille), puis de nouveau les jours 5, 14 et 28. D'autres doses sont administrées à la fin des semaines 8. et 12.","Quel est le risque associé à Nulojix ?
Les effets secondaires graves les plus fréquemment observés sous Nulojix chez plus de 2 % des patients sont les suivants : infection des voies urinaires (infection des structures qui transportent l'urine), infection à cytomégalovirus, pyrexie (fièvre), augmentation de la créatinine sanguine (un marqueur de problèmes rénaux), pyélonéphrite (infection rénale), diarrhée, gastro-entérite (diarrhée et vomissements), mauvais fonctionnement du rein transplanté, leucopénie (faible nombre de globules blancs), pneumonie (infection des poumons), carcinome basocellulaire (un cancer), anémie ( faible nombre de globules rouges) et déshydratation. Pour la liste complète de tous les effets secondaires signalés avec Nulojix, consultez le ."
938,Human,Azacitidine betapharm,Syndromes myélodysplasiques ; Leucémie myélomonocytaire chronique ; Leucémie myéloïde aiguë,azacitidine,azacitidine,EMEA/H/C/005075,no,Authorised,L01BC07,no,yes,no,no,no,no,no,2020-03-24 01:00:00,,betapharm Arzneimittel GmbH,Antineoplastic agents,,2020-01-30 01:00:00,2023-02-10 01:00:00,5.0,"L'azacitidine betapharm est indiquée pour le traitement des patients adultes qui ne sont pas éligibles à une greffe de cellules souches hématopoïétiques (GCSH) atteints : de syndromes myélodysplasiques (SMD) à risque intermédiaire-2 et à haut risque selon l'International Pronostic Scoring System (IPSS), de leucémie myélomonocytaire chronique. (LMMC) avec 10 % à 29 % de blastes médullaires sans trouble myéloprolifératif, leucémie myéloïde aiguë (LMA) avec 20 % à 30 % de blastes et dysplasie multi-lignées, selon la classification de l'Organisation Mondiale de la Santé (OMS), LMA avec > 30 % de blastes médullaires. explosions selon la classification de l'OMS.",2020-11-20 15:00:00,2023-02-13 10:57:00,https://www.ema.europa.eu/en/medicines/human/EPAR/azacitidine-betapharm,,
939,Human,Tracleer,Sclérodermie systémique ; Hypertension pulmonaire,bosentan,bosentan (as monohydrate),EMEA/H/C/000401,no,Authorised,C02KX01,no,no,no,no,no,no,no,2002-05-14 00:00:00,,Janssen-Cilag International N.V.  ,"Antihypertensives, ",,2002-02-21 01:00:00,2023-02-09 01:00:00,42.0,"Traitement de l'hypertension artérielle pulmonaire (HTAP) pour améliorer la capacité d'exercice et les symptômes chez les patients de classe fonctionnelle III de l'OMS. L'efficacité a été démontrée dans :, , , HTAP primaire (idiopathique et familiale) ; HTAP secondaire à la sclérodermie sans maladie pulmonaire interstitielle significative ; , HTAP associée à des shunts systémiques-pulmonaires congénitaux et à la physiologie d'Eisenmenger., , , Certaines améliorations ont également été démontrées chez les patients atteints d'HTAP de classe fonctionnelle II de l'OMS., , Tracleer est également indiqué pour réduire le nombre de nouveaux ulcères digitaux chez les patients atteints d'HTAP. sclérose systémique et ulcère digital en cours.,",2017-11-20 15:16:00,2023-02-13 10:56:00,https://www.ema.europa.eu/en/medicines/human/EPAR/tracleer,"Comment Tracleer est-il utilisé ?
Tracleer n'est délivré que sur ordonnance et le traitement ne doit être instauré et surveillé que par un médecin expérimenté dans le traitement de l'HTAP ou de la sclérose systémique.
Il est disponible sous forme de comprimés pelliculés (62,5 mg ; 125 mg) et sous forme de comprimés dispersibles (32 mg).","Quels sont les risques associés à Tracleer ?
Les effets indésirables les plus couramment observés sous Tracleer (qui peuvent affecter plus d'une personne sur 10) sont les maux de tête, la rétention d'eau, l'anémie (faibles taux d'hémoglobine, la protéine présente dans les globules rouges qui transporte l'oxygène dans tout le corps) et les résultats anormaux des analyses de sang. pour vérifier le foie. Pour la liste complète des effets secondaires de Tracleer, voir la notice."
940,Human,Stayveer,Hypertension pulmonaire ; Sclérodermie systémique,bosentan monohydrate,bosentan (as monohydrate),EMEA/H/C/002644,no,Authorised,C02KX01,no,no,no,no,no,no,no,2013-06-24 00:00:00,,Janssen-Cilag International NV,Other antihypertensives,,2013-03-21 01:00:00,2023-02-09 01:00:00,15.0,Traitement de l'hypertension artérielle pulmonaire (HTAP) pour améliorer la capacité d'exercice et les symptômes chez les patients de classe fonctionnelle III de l'Organisation mondiale de la santé (OMS). L'efficacité a été démontrée dans : l'HTAP primaire (idiopathique et familiale); l'HTAP secondaire à la sclérodermie sans maladie pulmonaire interstitielle significative; l'HTAP associée à des shunts systémiques-pulmonaires congénitaux et à la physiologie d'Eisenmenger. classe II.Stayveer est également indiqué pour réduire le nombre de nouveaux ulcères numériques chez les patients atteints de sclérose systémique et d'ulcères numériques en cours.,2017-09-26 16:51:00,2023-02-13 10:47:00,https://www.ema.europa.eu/en/medicines/human/EPAR/stayveer,,
941,Human,Hemangiol,Hémangiome,propranolol,propranolol hydrochloride,EMEA/H/C/002621,no,Authorised,C07AA05,no,no,no,no,no,no,no,2014-04-23 00:00:00,,Pierre Fabre Medicament,Beta blocking agents,,2014-02-20 01:00:00,2023-01-10 01:00:00,6.0,"Hemangiol est indiqué dans le traitement des hémangiomes infantiles proliférants nécessitant un traitement systémique :, , , Hémangiome mettant en jeu le pronostic vital ou fonctionnel,, Hémangiome ulcéré avec douleur et/ou absence de réponse à des mesures simples de soin des plaies,, Hémangiome avec risque de cicatrices permanentes. ou défiguration., , , Il doit être initié chez les nourrissons âgés de 5 semaines à 5 mois.,",2018-03-14 13:05:00,2023-02-09 11:58:00,https://www.ema.europa.eu/en/medicines/human/EPAR/hemangiol,"Comment l’hémangiol est-il utilisé ?
L'hémangiol ne peut être obtenu que sur ordonnance. Le traitement doit être instauré par un médecin expérimenté dans le diagnostic, le traitement et la prise en charge de l'hémangiome infantile. Le traitement doit être débuté dans des établissements appropriés en cas d'apparition d'effets secondaires graves.","Quels sont les risques associés à l’hémangiol ?
Les effets indésirables les plus fréquemment observés sous Hémangiol (qui peuvent affecter plus d'un enfant sur 10) sont les troubles du sommeil, les infections des voies respiratoires telles que la bronchite (inflammation des voies respiratoires dans les poumons), la diarrhée et les vomissements. Les effets secondaires graves observés avec Hemangiol comprennent le bronchospasme (rétrécissement temporaire des voies respiratoires) et l'hypotension artérielle. Pour la liste complète de tous les effets secondaires signalés avec Hemangiol, voir le ."
